Genotype,Region,Population,DW_Site,Longitude,Latitude,Altitude,Density_2012,DBH_14,DBH_16_Int,Area_Growth_2016_cm2_year,Area_Growth_2014_cm2_year,Height_m_13,X2010_61_Bud_Flush,X2010_245_Bud_Set,X2010_259_Bud_Set,X2010_274_Bud_Set,Volume_m3,Root_GE,Stem_GE,Leaf_Lifespan
BESC-453,WA/BC,Skagit,Hamilton Island,-122.014026,48.52030395,92.6,NA,136.3914747,175.7276309,34.79381887,29.28655107,10.21844697,2.922941776,4.171367143,4.219470272,5.745519687,0.161094636,NA,NA,242.5534134
BESC-454,WA/BC,Skagit,Hamilton Island,-122.0139338,48.51982148,92.6,NA,144.0933111,178.7259203,35.80340199,32.50382785,10.45167889,1.287756882,2.661284818,3.570740736,4.742607793,0.158270809,NA,NA,242.554083
BESC-455,WA/BC,Skagit,Hamilton Island,-122.013935,48.51942921,92.6,NA,120.2906305,146.5780637,24.09916519,22.78984087,9.00482267,2.76511125,3.607302242,3.929863201,5.02320085,0.099981709,NA,NA,242.5546274
BESC-456,WA/BC,Skagit,Hamilton Island,-122.013099,48.51894809,92.6,0.402404401,137.8293872,169.9209186,32.41804293,29.88022264,10.11835909,2.03245558,1.903253416,2.859555388,4.532221489,0.141324087,NA,NA,242.5552951
BESC-457,WA/BC,Skagit,Hamilton Island,-122.0137582,48.51887659,92.6,0.40022324,137.2763644,167.6242717,31.50250703,29.64446206,9.667295491,2.041427865,4.179148763,4.218543369,5.506891869,0.129154783,NA,NA,242.5553943
BESC-458,WA/BC,Skagit,Lyman Island,-122.0554433,48.52063755,76.8,NA,NA,NA,NA,NA,8.630747846,2.028887095,2.759256071,3.151126184,5.045530337,0.10558214,NA,NA,242.5529504
BESC-459,WA/BC,Skagit,Lyman Island,-122.0548846,48.52027955,76.8,NA,138.7815603,171.8841135,33.16180511,30.2431918,10.55221364,1.080707312,2.757692011,3.683605755,5.025320663,0.149354096,NA,NA,242.5534473
BESC-46,Columbia,Columbia,Talley Way,-122.8774618,46.10122701,21.3,NA,130.2332034,161.8908945,29.39397647,26.655187,9.868588688,2.919198031,2.755680652,3.4086328,5.046086634,0.125346035,NA,NA,255.335203
BESC-460,WA/BC,Skagit,Lyman Island,-122.0545522,48.51990052,76.8,0.408160316,140.5160533,173.6534154,33.82380343,30.99733406,10.24440645,2.031236829,2.753414402,3.412289246,5.04871567,0.155645312,NA,NA,242.5539733
BESC-461,WA/BC,Skagit,Lyman Island,-122.0541089,48.51964898,76.8,NA,140.4426594,175.1275549,34.46865906,31.01312732,11.12322649,2.0268009,3.891062714,4.212289202,5.504583695,0.142892174,NA,NA,242.5543224
BESC-462,WA/BC,Skagit,Lyman Island,-122.0537215,48.5192661,76.8,0.396127811,149.9265761,203.1400766,46.14001248,35.25117175,10.62654218,3.352950334,3.850593524,4.297902223,5.665725047,0.182998998,NA,NA,242.5548537
BESC-463,WA/BC,Skagit,Lyman Island,-122.053355,48.51888179,76.8,0.413848238,148.6304896,183.3551633,37.75072667,34.78689555,10.22779628,2.887827584,3.042410624,3.679924756,5.271772897,0.157514099,NA,NA,242.5553871
BESC-464,WA/BC,Skagit,Lyman Island,-122.052954,48.5185958,76.8,NA,149.1318817,183.4769479,37.73614987,34.85505817,10.8509944,2.499199353,3.057716972,3.573797877,5.058536426,0.162432367,NA,NA,242.555784
BESC-465,WA/BC,Skagit,Lyman Island,-122.0524216,48.5183798,76.8,NA,139.9810894,173.7024611,33.79568414,30.68236466,10.38207862,2.922091752,3.042754138,3.412823978,5.046234539,0.16240015,NA,NA,242.5560837
BESC-466,WA/BC,Skagit,Lyman Island,-122.0520428,48.51802088,76.8,NA,141.7332538,171.4212496,32.99841847,31.59374895,10.08388195,2.040421514,2.264709194,3.207603013,4.741942183,0.143224485,NA,NA,242.5565818
BESC-467,WA/BC,Skagit,Lyman Island,-122.051575,48.51768351,76.8,0.39714859,119.5952148,149.1459076,25.0365503,22.36483791,9.498410858,1.53198552,3.042345814,3.958908974,5.049514419,0.119007681,NA,NA,242.55705
BESC-468,WA/BC,Skagit,Lyman Island,-122.0510736,48.51752241,76.8,0.397765512,118.0481086,140.9416443,22.40095308,21.97287065,8.580466632,2.032182733,3.038756011,3.414432158,5.04482376,0.104700504,NA,NA,242.5572736
BESC-469,WA/BC,Skagit,Lyman Island,-122.0496418,48.51739811,76.8,NA,132.7404404,158.020756,28.05432736,27.70671576,9.869680202,2.362658828,3.04037941,3.685341873,5.045635478,0.116119937,NA,NA,242.5574461
BESC-47,Columbia,Columbia,Talley Way,-122.8772099,46.10056258,21.3,NA,146.1641952,183.1816338,37.60112197,33.61297826,10.44791258,3.020059709,2.755346474,3.152851024,4.803959109,0.16749717,27.03684963,13.63082693,255.3361251
BESC-470,WA/BC,Skagit,Lyman Island,-122.0487408,48.51733642,76.8,0.393652142,123.8522659,149.4719985,24.93670798,24.0706154,9.425400429,2.028657168,3.042580252,3.681112727,5.044369217,0.116728862,NA,NA,242.5575317
BESC-48,Columbia,Columbia,Talley Way,-122.8770917,46.10007559,21.3,NA,123.7829166,149.0053033,24.8585511,24.08209692,9.523740804,2.920548534,2.753313723,3.820617995,5.023565162,0.104979912,NA,NA,255.3368009
BESC-49,Columbia,Columbia,Talley Way,-122.8770268,46.09962657,21.3,0.399880066,123.8022413,145.797599,23.74208293,24.0660924,9.739664289,3.254801879,2.471549111,2.856345391,4.801320941,0.11145174,NA,NA,255.3374241
BESC-5,Columbia,Columbia,Willow Grove,-123.0495664,46.16946249,22.4,0.399793178,134.8536996,169.3963307,32.20564325,28.57018819,10.10641823,2.364231947,3.609325441,4.480236973,5.506588548,0.140367989,NA,NA,254.2405066
BESC-50,Columbia,Columbia,Talley Way,-122.8759815,46.09891721,21.3,0.395187591,127.4141073,152.3921797,26.02710233,25.46417665,9.920935976,2.030967183,1.902414661,2.857881757,4.561038944,0.119743357,NA,NA,255.3384085
BESC-51,Columbia,Columbia,Talley Way,-122.8763039,46.09850826,21.3,0.391070383,141.0695629,185.0903523,38.3875886,31.36381947,10.28529792,2.502142582,3.052651015,3.571908864,4.742978709,0.162845504,NA,NA,255.3389761
BESC-52,Columbia,Columbia,Talley Way,-122.8766406,46.09818203,21.3,NA,139.0306129,172.8489973,33.48894507,30.33565784,10.3907799,2.028627966,1.905524543,2.857111732,4.56112692,0.148502142,17.60191081,10.30551499,255.3394288
BESC-53,Columbia,Columbia,Talley Way,-122.8763137,46.0976953,21.3,0.401402279,129.1973829,173.7395371,33.89376598,26.25161922,9.195957857,2.365077327,2.749570066,3.681778491,5.275754182,0.110674783,NA,NA,255.3401043
BESC-54,Columbia,Columbia,Talley Way,-122.877641,46.09831061,21.3,0.40200435,133.8245022,162.7855291,29.74330014,28.19689873,10.31577221,2.885870909,2.662080733,3.146422843,4.743212683,0.134357922,NA,NA,255.3392504
BESC-55,Columbia,Columbia,Talley Way,-122.8776817,46.09879978,21.3,NA,148.3201645,204.4922064,46.94642743,34.52269972,10.79781492,2.028400265,1.906952307,2.578789303,4.072928922,0.207037502,NA,NA,255.3385715
BESC-56,Columbia,Columbia,Talley Way,-122.8784046,46.09937595,21.3,NA,141.6993007,176.9085245,35.0846716,31.52586238,10.88210462,3.254800176,2.471405616,3.151409789,4.327757259,0.167324343,NA,NA,255.3377719
BESC-57,Columbia,Columbia,Talley Way,-122.8788815,46.1000429,21.3,0.398834586,140.1836197,170.0880424,32.37892352,30.88313191,10.42267107,2.888085702,2.263860246,3.212740186,4.432249141,0.1432529,NA,NA,255.3368463
BESC-58,Columbia,Columbia,Talley Way,-122.8796666,46.10038145,21.3,NA,138.5150815,173.1408123,33.59849989,30.0230336,10.3818255,2.922774937,2.750378534,3.411594771,5.048280978,0.149050432,28.49895006,11.37655405,255.3363765
BESC-59,Columbia,Columbia,Talley Way,-122.8793737,46.10089852,21.3,0.39678621,136.9712499,178.9881144,35.90964932,29.48060272,9.930915184,2.028069897,3.039370127,3.688325025,5.275538768,0.146075888,NA,NA,255.3356589
BESC-6,Columbia,Columbia,Willow Grove,-123.0488401,46.16889135,22.4,0.407050248,142.0769307,178.4338619,35.64607557,31.73206487,10.89891544,3.352725475,2.653952788,3.943775446,5.059061333,0.148397378,NA,NA,254.2412992
BESC-60,Columbia,Columbia,Talley Way,-122.8802903,46.10088914,21.3,NA,140.3977449,173.3764401,33.66973221,30.93197587,9.964555773,2.028033057,2.18641276,2.860481687,4.562992394,0.14017842,NA,NA,255.3356719
BESC-61,Columbia,Columbia,Talley Way,-122.8798575,46.1013835,21.3,NA,122.002362,143.7538458,23.14156478,23.30254876,10.56087408,3.342508945,4.741785145,4.747521355,5.744837348,0.105774349,NA,NA,255.3349858
BESC-62,Columbia,Columbia,Talley Way,-122.8806727,46.10142189,21.3,NA,134.3696033,161.5159662,29.2490563,28.30672596,10.10648509,3.255239817,2.471000996,3.105818853,4.78101316,0.122720146,NA,NA,255.3349326
BESC-63,Columbia,Columbia,Talley Way,-122.8803752,46.1020082,21.3,0.393190012,137.4289658,168.9053016,32.0741873,29.67979237,10.60291896,3.835201647,2.187273507,2.860807137,4.559129461,0.150135344,NA,NA,255.3341189
BESC-64,Columbia,Columbia,Talley Way,-122.8813312,46.10178558,21.3,0.404335305,133.9261396,168.189699,31.72556723,28.15802282,10.0706264,2.032829735,4.173894321,4.218901328,5.502787032,0.137064446,NA,NA,255.3344278
BESC-65,Columbia,Columbia,Talley Way,-122.8817526,46.10216008,21.3,0.392730096,153.0041855,189.9940607,40.58426875,36.81448457,10.75604409,1.708707443,2.260166039,3.208645001,5.061658309,0.153444568,NA,NA,255.3339081
BESC-66,Columbia,Columbia,Talley Way,-122.8823976,46.10214181,21.3,NA,147.2887067,185.571235,38.67857899,34.07534406,11.08803488,2.025689877,2.761172415,3.681593346,5.020239741,0.170585801,25.70321849,19.14243809,255.3339335
BESC-67,Columbia,Columbia,Talley Way,-122.8828655,46.10253341,21.3,NA,140.2561819,173.4727718,33.65411281,30.83926696,10.27830954,3.254353034,3.051691787,3.942722872,5.059092319,0.141470662,NA,NA,255.33339
BESC-68,Columbia,Columbia,Talley Way,-122.8832471,46.10301898,21.3,0.400101783,150.8137446,197.1586552,43.62643841,35.75616485,10.86116979,2.655435879,3.322814686,3.678951592,5.274302076,0.160001849,NA,NA,255.3327161
BESC-69,Columbia,Columbia,Talley Way,-122.8858374,46.10379456,21.3,0.40690529,154.4855913,192.8431931,41.69824042,37.49712022,10.04525415,1.210763179,2.760749497,3.680153002,5.269356484,0.165553373,NA,NA,255.3316398
BESC-7,Columbia,Columbia,Willow Grove,-123.0474736,46.16831476,22.4,0.431087085,152.5851542,189.8501468,40.4877088,36.59118482,10.27650951,2.029550045,2.19056917,3.153472409,5.27588843,0.14206429,NA,NA,254.2420994
BESC-70,Columbia,Columbia,Talley Way,-122.8867168,46.10429906,21.3,NA,144.5859041,180.2856403,36.43611942,32.77348695,9.833266649,3.020146966,2.474051794,3.416583059,4.801897628,0.157556601,31.31705201,17.49050722,255.3309397
BESC-71,Columbia,Columbia,Talley Way,-122.8865543,46.10473417,21.3,0.394026006,136.0200784,165.7315401,30.79464545,28.99336633,9.803730706,3.253791848,2.469099193,3.417419862,5.050066272,0.129213075,NA,NA,255.3303358
BESC-72,Columbia,Columbia,Talley Way,-122.8858503,46.10434072,21.3,NA,131.2614289,163.305737,29.85863353,27.06523245,10.08814798,2.073596527,1.466631233,2.43129296,4.433134323,0.134980408,NA,NA,255.3308818
BESC-73,Columbia,Columbia,Talley Way,-122.8851378,46.10379967,21.3,0.398877483,135.7454682,172.6282759,33.404969,28.99795883,10.46145294,3.256385038,3.04063899,3.650292848,5.27602981,0.14465839,NA,NA,255.3316327
BESC-74,Columbia,Columbia,Talley Way,-122.8899141,46.10613428,21.3,NA,157.7275121,197.368572,43.55712564,39.007832,10.77270691,2.65716144,2.47387252,3.155925401,5.045158729,0.180650648,NA,NA,255.3283928
BESC-75,Columbia,Columbia,Talley Way,-122.8897913,46.10710029,21.3,0.404441386,136.8148497,187.0473085,39.24339078,29.44520986,10.43918862,2.031428405,3.040344832,3.961215013,5.273640678,0.158056279,NA,NA,255.3270521
BESC-76,Columbia,Columbia,Rainier,-122.9989267,46.11914727,19.5,0.403720807,123.8441765,148.7664144,24.80900009,24.04365395,8.971850837,3.343757289,3.038152818,3.682959999,5.27235964,0.112183694,NA,NA,255.3103335
BESC-77,Columbia,Columbia,Rainier,-122.9981085,46.11922966,19.5,0.391895246,137.2332446,166.3905637,31.0708366,29.48025663,10.12819345,2.028540641,2.761959302,3.683116261,5.022829926,0.131290833,NA,NA,255.3102191
BESC-78,Columbia,Columbia,Rainier,-122.9973268,46.11929756,19.5,NA,129.895016,161.1861243,29.12753718,26.53062431,9.846895023,3.254570262,2.187363275,3.412993475,4.561481723,0.136652161,NA,NA,255.3101249
BESC-79,Columbia,Columbia,Rainier,-122.9962617,46.11917996,19.5,0.392203851,136.0518084,163.8911504,30.08525094,29.03027196,9.927457478,2.030972992,3.319554081,3.415043945,5.048366985,0.139241797,25.99745925,16.91910533,255.3102881
BESC-8,Columbia,Columbia,Willow Grove,-123.0465153,46.168183,22.4,NA,148.0716304,205.458868,47.34136223,34.45226621,10.64688396,2.658462917,3.042227634,3.687470958,5.047866791,0.185006432,NA,NA,254.2422822
BESC-80,Columbia,Columbia,Rainier,-122.9952942,46.11918591,19.5,0.403164181,121.776104,147.8720493,24.51586304,23.26932758,9.763714609,2.364727107,4.178749681,4.215508697,5.271951035,0.117380993,NA,NA,255.3102798
BESC-801,WA/BC,Puyallup,Orting,-122.201392,47.07514012,249.8,0.40299032,143.9250141,177.8110971,35.49724263,32.61262906,10.07359728,2.030496319,3.326437315,3.925812425,5.02014571,0.154262105,NA,NA,249.2713065
BESC-802,WA/BC,Puyallup,Orting,-122.2017983,47.07607529,249.8,0.409270627,148.9995481,184.8228339,38.35026735,34.85793588,10.44031297,2.92022496,3.044733903,3.961680537,5.272701894,0.166970529,NA,NA,249.2700087
BESC-803,WA/BC,Puyallup,Orting,-122.2017492,47.07671827,249.8,0.400222157,143.178495,177.5700399,35.40225664,32.21264837,9.618938441,1.797723041,4.741987951,4.750006957,5.740822723,0.137051795,NA,NA,249.2691164
BESC-804,WA/BC,Puyallup,Orting,-122.202072,47.07717651,249.8,0.405344327,139.1920874,180.9374542,36.61208192,30.42328351,9.673210689,2.028151746,2.46790976,3.413574474,4.799019546,0.147543617,NA,NA,249.2684804
BESC-805,WA/BC,Puyallup,Orting,-122.202748,47.07800455,249.8,0.402186937,139.632289,172.592968,33.39508352,30.6246575,9.982701912,2.032771563,3.889434929,3.965316923,5.50211938,0.136277679,NA,NA,249.2673313
BESC-806,WA/BC,Puyallup,Orting,-122.2051485,47.08082976,249.8,NA,115.6950719,138.973405,21.65178488,21.08874237,8.433683325,1.793656848,3.322060271,3.679258284,5.273027107,0.08404005,19.57026289,15.21772788,249.2634105
BESC-807,WA/BC,Puyallup,Orting,-122.2065854,47.08175076,249.8,NA,152.7393624,194.4407614,42.43497479,36.62985146,10.17363765,2.660213551,2.754322012,3.414750199,5.046222548,0.168284706,NA,NA,249.2621323
BESC-808,WA/BC,Puyallup,Orting,-122.2065957,47.08230908,249.8,NA,136.0190966,164.1465716,30.25759072,29.09336612,10.94309531,2.030275314,2.758060288,3.413994758,5.04537679,0.135618892,NA,NA,249.2613575
BESC-809,WA/BC,Puyallup,Orting,-122.20886,47.08504477,249.8,0.389968405,148.5761259,186.0236859,38.85228983,34.61622199,10.00907114,2.656071226,2.191244286,3.155145442,4.560441382,0.16129274,NA,NA,249.2575609
BESC-81,Columbia,Columbia,Rainier,-122.9944292,46.11923511,19.5,NA,154.2713743,191.1302671,40.90619331,37.42015682,10.51411005,2.364831441,2.469200156,3.11003483,4.801427649,0.173962285,NA,NA,255.3102116
BESC-810,WA/BC,Puyallup,Orting,-122.2104177,47.08658787,249.8,NA,137.8691899,172.0515578,33.32696006,29.84859796,10.17887823,2.042441547,2.18744292,2.57916453,4.071473078,0.142166351,NA,NA,249.2554194
BESC-811,WA/BC,Puyallup,Orting,-122.2120326,47.08763385,249.8,0.395378096,141.8623111,183.1029758,37.54472932,31.55470899,10.20990398,2.657774572,2.472853712,3.151174104,4.804000746,0.169504487,NA,NA,249.2539678
BESC-812,WA/BC,Puyallup,Orting,-122.2128753,47.0881449,249.8,0.39978628,126.3822684,157.6938629,27.79213196,25.14692131,9.132858667,3.835141038,3.322913163,4.222554722,5.502717949,0.106593516,NA,NA,249.2532586
BESC-813,WA/BC,Puyallup,Orting,-122.2139225,47.08888938,249.8,0.382214235,142.6789284,176.9173021,35.16319698,31.97121753,10.17306119,2.030932036,3.042336988,3.414829188,5.042873499,0.150137432,NA,NA,249.2522254
BESC-814,WA/BC,Puyallup,Orting,-122.214456,47.08955993,249.8,NA,143.175888,156.3703674,27.45622232,32.23894975,10.502352,2.040121209,2.759848388,3.411360607,4.800964904,0.114493631,NA,NA,249.2512949
BESC-815,WA/BC,Puyallup,Orting,-122.2157572,47.09055679,249.8,0.37816269,139.2568532,187.4857852,39.48813412,30.49243187,9.79884764,2.028531965,2.183378175,3.15580941,4.561959011,0.153191975,NA,NA,249.2499114
BESC-816,WA/BC,Puyallup,Orting,-122.2190963,47.09389589,249.8,NA,134.5325092,162.8913788,29.8553944,28.34359188,10.22229217,2.031223493,2.185062833,2.856444986,4.802307769,0.130105285,NA,NA,249.2452775
BESC-817,WA/BC,Puyallup,Orting,-122.1661131,47.08869743,249.8,NA,158.5531105,202.88783,46.02648699,39.46984494,10.95615872,2.361811519,1.902476045,2.575782094,4.327692127,0.189645544,NA,NA,249.2524918
BESC-818,WA/BC,Puyallup,Orting,-122.1694622,47.08781121,249.8,NA,137.1454027,166.9251179,31.28438013,29.47793433,10.02384422,2.027710043,2.755105997,3.152319548,5.046165571,0.132236843,NA,NA,249.2537217
BESC-819,WA/BC,Puyallup,Orting,-122.1748524,47.08695643,249.8,0.399456016,145.2110849,177.6283195,35.47570703,33.13207325,10.3480134,2.039849043,1.470550666,2.432095057,4.429841496,0.153130032,NA,NA,249.254908
BESC-82,Columbia,Columbia,Rainier,-122.993836,46.11886723,19.5,0.398020517,145.770232,177.9827288,35.57589341,33.37742719,9.980717615,2.655553532,2.188736006,3.411700912,5.023526595,0.14063814,NA,NA,255.3107221
BESC-820,WA/BC,Puyallup,Orting,-122.17594,47.08694972,249.8,0.411422201,140.6397686,172.7195196,33.48508308,31.06887696,10.07129381,3.556770249,3.608833854,4.220170714,5.740667907,0.139753368,NA,NA,249.2549173
BESC-821,WA/BC,Puyallup,Orting,-122.178911,47.08687839,249.8,0.400507711,141.2585342,171.0076654,32.73406183,31.34259714,10.12475519,1.706225777,3.058886009,3.567503453,5.361310152,0.141794583,NA,NA,249.2550163
BESC-822,WA/BC,Puyallup,Orting,-122.1813626,47.0868768,249.8,0.394289617,139.6447993,182.8320988,37.57352055,30.70379704,10.13453973,2.028130825,2.189492825,2.856768702,4.799976586,0.158918652,NA,NA,249.2550185
BESC-823,WA/BC,Puyallup,Orting,-122.1865291,47.08686406,249.8,0.394460919,145.3270779,189.721847,40.42899027,33.2597541,10.03502373,2.029522947,2.74875412,3.678294956,5.277531276,0.156358511,NA,NA,249.2550362
BESC-824,WA/BC,Puyallup,Orting,-122.188587,47.08766285,249.8,0.408670545,134.3615102,170.1171155,32.38837482,28.48372359,10.54981096,2.041142391,3.055901565,3.951839012,5.062427823,0.138796109,NA,NA,249.2539276
BESC-825,WA/BC,Puyallup,Orting,-122.1894927,47.08813232,249.8,NA,153.5081763,193.9396831,42.16301007,37.08318407,9.892011909,2.658165688,2.187887371,2.861418291,4.801431835,0.166323584,NA,NA,249.2532761
BESC-826,WA/BC,Puyallup,Orting,-122.1901018,47.08854765,249.8,0.384144452,159.1796604,212.8621679,50.8853554,39.83826242,10.31161616,2.65701458,2.189651815,3.109090026,4.325341506,0.202773023,NA,NA,249.2526997
BESC-827,WA/BC,Puyallup,Orting,-122.1914269,47.08954157,249.8,0.416208845,139.2249208,180.9055062,36.72521782,30.4359222,10.22442648,2.921534914,3.608407143,3.649991905,5.273567985,0.146436168,NA,NA,249.2513203
BESC-828,WA/BC,Puyallup,Orting,-122.1901345,47.08965314,249.8,NA,133.6559369,164.0103459,30.10269481,28.11327194,10.22017666,2.045561458,3.093923449,3.917387329,5.521085822,0.132853211,NA,NA,249.2511655
BESC-829,WA/BC,Puyallup,Orting,-122.1904146,47.09060264,249.8,0.387138705,131.7445298,169.3346496,32.24499488,27.22911448,8.974678027,3.01973928,3.042708747,3.677817837,5.045822094,0.124928256,18.7925,11.92706818,249.2498478
BESC-83,Columbia,Columbia,Rainier,-122.9931991,46.11875818,19.5,NA,128.0420833,160.3643864,28.83507786,25.81447705,9.90191392,3.254643321,1.906532729,2.859651216,4.330394423,0.121583631,NA,NA,255.3108734
BESC-830,WA/BC,Puyallup,Orting,-122.1905771,47.09125869,249.8,0.41043872,137.1356105,164.694318,30.33662317,29.43198407,10.15043815,2.360308476,3.036343658,3.68342036,5.045809826,0.133885801,NA,NA,249.2489373
BESC-831,WA/BC,Puyallup,Orting,-122.1909242,47.09250013,249.8,0.416368331,140.0622971,174.2158311,34.02436421,30.76534213,10.6986806,2.921804172,2.469482896,3.151864149,4.798144909,0.15265114,NA,NA,249.2472145
BESC-832,WA/BC,Puyallup,Orting,-122.2007613,47.03900247,249.8,NA,150.9911041,192.4889172,41.45968086,35.82509916,10.69290866,2.025939519,3.038317189,3.68631021,4.798388978,0.180285125,NA,NA,249.3214579
BESC-833,WA/BC,Puyallup,Orting,-122.2016154,47.03904362,249.8,0.396313117,152.9918417,187.9543538,39.59913897,36.70784668,10.34924297,1.211887878,3.605972879,4.213372794,5.74268509,0.163356843,NA,NA,249.3214008
BESC-834,WA/BC,Puyallup,Orting,-122.202593,47.03950136,249.8,0.397667291,139.549968,177.3382532,35.33774994,30.67379984,10.23215983,2.027021592,1.618490461,2.58039855,4.039854756,0.146598237,23.91986033,16.92920817,249.3207656
BESC-835,WA/BC,Puyallup,Orting,-122.2036193,47.03968023,249.8,0.419552883,133.3187733,169.9803655,32.36212939,27.95235147,10.08378919,1.798753394,2.754288216,3.929779863,5.047293666,0.136134901,NA,NA,249.3205174
BESC-836,WA/BC,Puyallup,Orting,-122.203729,47.03911001,249.8,NA,169.0756492,213.3562636,51.14840693,44.87017351,10.93080781,2.886633365,3.454857507,3.56773926,4.739469232,0.200931321,NA,NA,249.3213087
